,name,username,user_id,verified,location,source,lang,text,possibly_sensitive,edit_history_tweet_ids,tweet_id,created_at,type
2019,Pandemonium 🐼,Goodface73,9.68846156821336e+17,False,México,Twitter for Android,es,"@RicardoBSalinas @miseleccionmx Well, they looked at him with 5 filthy faces when I went out to eat a taco with the scorpion.... And that's why.
LOL
Cheer up Uncle Richie",False,['1597250669328879616'],1597250669328879616,2022-11-28 15:26:49+00:00,replied_to
2020,Giovanni Ruiz Zurita,giorckstr,1.2961509306610156e+18,False,,Twitter for Android,es,@9pywf @igna_gimenez @miseleccionmx Does your Tail still hurt...? https://t.co/hZVegpF5T2,False,['1597250644943196162'],1597250644943196162,2022-11-28 15:26:43+00:00,replied_to
2021,El yisus,aumo91,158191781.0,False,"Durango, México",Twitter for iPhone,es,"@RicardoBSalinas @miseleccionmx Apply now Uncle Richie, you have my vote if you do!
 @RicardoBSalinas",False,['1597250621421543425'],1597250621421543425,2022-11-28 15:26:38+00:00,replied_to
2022,bruh,unclezorbak,1.26656678763144e+18,False,,Twitter Web App,es,"@RicardoBSalinas @miseleccionmx Listen Don Richy, since it seems that we are in the hour of complacency or Christmas letters.

Is there no way to end covid, influenza and already on the run to cancer?

Total, since he's like Superman.",False,['1597250616400572417'],1597250616400572417,2022-11-28 15:26:37+00:00,replied_to
2023,pululo,rcv04,133062390.0,False,Oaxaca ,Twitter for Android,es,"@miseleccionmx No comments... I only hope for the MIRACLE, but NOW we must demand the resignation of several DIRECTORS.",False,['1597250614765195264'],1597250614765195264,2022-11-28 15:26:36+00:00,replied_to
2024,gil®,gilguillen,39614879.0,False,,Twitter for Android,es,"@miseleccionmx It starts from the federation, in planning, structure, sports objective, I know that economics goes hand in hand, but if you were to raise sports to the first levels, you would see it economically remunerated!!
But since sports is below that , it will never progress .",False,['1597250599111643136'],1597250599111643136,2022-11-28 15:26:32+00:00,replied_to
2025,Angélica Tovar 💣,Angelike_tm,269725878.0,False,Estado de Mexico ,Twitter for Android,es,"@NoticiasTribuna @miseleccionmx Stop arguing with nonsense, when you take off your shoe you kick your shirt... And? What are they trying? That Argentines be insulted for these nonsense? Societies are already divided enough. add coconut",False,['1597250591679729664'],1597250591679729664,2022-11-28 15:26:31+00:00,replied_to
2026,Diaconus Kan,Neoskywalker17,218983968.0,False,en algun rincon de tu mente,Twitter for iPhone,es,"@RicardoBSalinas @miseleccionmx They want me to be the real life Batman.

By day he buys companies to solve his problems or for pleasure.

At night he goes out to fight crime.",False,['1597250583324262400'],1597250583324262400,2022-11-28 15:26:29+00:00,replied_to
2027,mario de la garza,mariode05147376,1.4991097242850304e+18,False,,Twitter for Android,es,"@Enrique_BR @lucasacostaa26 @tntsportsmex @miseleccionmx Tourist destinations:
Moon Valley, Usuhaia, Iguazú Falls (considered the 8th wonder of the world), Salta, Guarani Jesuit Missions, Valdés Peninsula (UNESCO World Heritage Site), Calafate, Perito Moreno Glacier, Bariloche, Humahuaca Gorge +",False,['1597250579171926016'],1597250579171926016,2022-11-28 15:26:28+00:00,replied_to
2028,Camila,Ross_alba0707,1.5765080474002555e+18,False,,Twitter for iPhone,es,"@Canelo @miseleccionmx has been kidnapped and trampled on by corrupt managers, mercenaries, and those who only seek charity in their pockets, in exchange for achievements for the country, those are the ones you must give shame to stop trampling on the name of Mexico.",False,['1597250564701974531'],1597250564701974531,2022-11-28 15:26:24+00:00,replied_to
2029,Mermelada con cajeta,Padediykar1978,1.5748306992443924e+18,False,"Celaya, Guanajuato",Twitter for Android,es,@RicardoBSalinas @miseleccionmx They think you look like the army.... That you do everything....,False,['1597250543210360832'],1597250543210360832,2022-11-28 15:26:19+00:00,replied_to
2030,Checo (y no perez)🇲🇽,ChecoPerezRB,138149933.0,False,,Twitter for iPhone,es,"@AlberrtoRM Afterwards, the same goal can be lent to @miseleccionmx ??",False,['1597250523706511360'],1597250523706511360,2022-11-28 15:26:14+00:00,replied_to
2031,Goose,Gus88114205,1.2998755307628503e+18,False,,Twitter for Android,es,"@RicardoBSalinas @miseleccionmx People have a lot of faith in Don Ricardo, don't disappoint them so suddenly 😂",False,['1597250500512354304'],1597250500512354304,2022-11-28 15:26:09+00:00,replied_to
2032,javi,javierlg79,133799897.0,False,,Twitter for iPhone,es,The Saudi team received the president of the Federation prior to their training to support them prior to the game against @miseleccionmx https://t.co/6kp0ZFl1It,False,['1597250479184318466'],1597250479184318466,2022-11-28 15:26:04+00:00,
2033,Ingéniero Garcia,IngnieroGarcia,1.597089868823384e+18,False,,Twitter for Android,es,"@Canelo First you should beat up the players, coaching staff and directors of @miseleccionmx, those did mop, stomp on and look at their shirt. If you don't stop mmdas Mary Jane",False,['1597250454773444609'],1597250454773444609,2022-11-28 15:25:58+00:00,replied_to
2034,Julio C. Juarez,licjuarezmacias,1.4294689660120392e+18,False,"Zapopan, Jalisco",Twitter for Android,es,"@RicardoBSalinas @miseleccionmx Now they just need to be told that because there is no light in certain neighborhoods, or because there is no water in x place, or because they sell spoiled food in certain restaurants, or because the streets have many potholes hahahaha seriously with these people 🤷🤦🤷🤦",False,['1597250436028764160'],1597250436028764160,2022-11-28 15:25:54+00:00,replied_to
2035,Carolina Mancebo,Carolinamancebo,189211176.0,False,"Pedernales, Dominican Republic",Twitter for iPhone,es,"@miseleccionmx @UnVasoDeLALA Tata's own goal against Mexico, what a courageous fire ""friend"" what little ethics and mother this ""sir"" has, they would have run him long ago https://t.co/4sPpKZWjKQ",False,['1597250418404655106'],1597250418404655106,2022-11-28 15:25:49+00:00,replied_to
2036,Arturo,Arturoruso19,1.3998983060886077e+18,False,,Twitter for iPhone,es,@RicardoBSalinas @miseleccionmx You can do everything uncle Salinas,False,['1597250371419746304'],1597250371419746304,2022-11-28 15:25:38+00:00,replied_to
2037,Luis Nevarez,NevazLuis,2425866524.0,False,,Twitter for iPhone,es,@RicardoBSalinas @miseleccionmx He only needs to be complained about for the ugly cakes before the march haha,False,['1597250356031148032'],1597250356031148032,2022-11-28 15:25:35+00:00,replied_to
2038,VIBORILDASIGUE,viborildasigue,353686878.0,False,"Jalisco, México",Twitter for Android,es,"@RicardoBSalinas @miseleccionmx It's that they think you can be useful for something positive and not just show off on your yacht, forgive them, they still don't know you well hehe",False,['1597250314574651392'],1597250314574651392,2022-11-28 15:25:25+00:00,replied_to
2039,Gabriel Angli,gabriel_angliM,211558775.0,False,,Twitter for Android,es,"@RicardoBSalinas @miseleccionmx Don Tocayo, please send your secretary of public security, Commander Elektron. Urgent!

😂😂😂",False,['1597250272027631617'],1597250272027631617,2022-11-28 15:25:14+00:00,replied_to
2040,auronplei navideño🎄,dramaseveriguer,1003002061.0,False,la chona ,Twitter for iPhone,en,"@EOchoa_8 @miseleccionmx Oh, so you don’t like the Martino pressing low block with a reluctance to send wingers forward? You don’t like when Chucky is literally the only player making a run towards the opposing goal?",False,['1597250246723371009'],1597250246723371009,2022-11-28 15:25:08+00:00,replied_to
2041,Marco García,MarcoGarC93,1.5421993594244383e+18,False,,Twitter Web App,es,@FOXSportsMX No more foreigners in @miseleccionmx,False,['1597250240570347521'],1597250240570347521,2022-11-28 15:25:07+00:00,replied_to
2042,hanibal,kanojag,117860436.0,False,,Twitter for Android,es,"@caneloalvarez Maybe you don't see this but the one who shamelessly kicked @miseleccionmx's shirt is the tata, right? In order not to leave it unnoticed https://t.co/y9HyUZg9u6",False,['1597250193547612160'],1597250193547612160,2022-11-28 15:24:56+00:00,quoted
2043,Dante,LazcanoDante,1069353878.0,False,,Twitter for Android,es,"@estoenlinea @trinomonero I went to the store to buy bread, but they had nothing, I went to buy tortillas and they had no change, where is @miseleccionmx? Nothing has appeared for a long time.",False,['1597250168537350146'],1597250168537350146,2022-11-28 15:24:50+00:00,replied_to
2044,Mr. I don’t give a damn,_educabrera,122425563.0,False,192.168.1.118,Twitter for Android,es,@RicardoBSalinas @miseleccionmx Todologo Uncle Richie,False,['1597250167908241409'],1597250167908241409,2022-11-28 15:24:50+00:00,replied_to
2045,Juan Carlos Caballero,soyjccaballero,383875520.0,False,"Puebla, Mexico..",Twitter for Android,es,@jonbarbon Yes we are going to organize a media lynching for carrying out an improper act with the shirt. Shouldn't it be against the assholes of @miseleccionmx for their fucking lack of goals and their cowardly way of playing?,False,['1597250161201512450'],1597250161201512450,2022-11-28 15:24:48+00:00,replied_to
2046,RBarbarinvazquez,Barbarin7,554913933.0,False,guadalajara jalisco,Twitter for iPhone,es,"@yoshimar_jose As long as I don't have to listen to her narrate for me, direct @miseleccionmx",False,['1597250129530355715'],1597250129530355715,2022-11-28 15:24:41+00:00,replied_to
2047,Me dicen charly,Caaaarrrrrrlos,157693608.0,False,Chernobyl,Twitter for Android,es,@miseleccionmx vs argentina I must play funes mori I have a tremendous thirst for revenge the dt directed for argentina,False,['1597250101633638400'],1597250101633638400,2022-11-28 15:24:34+00:00,
2048,_ a r q u i .,1x618,6375222.0,False,"Puerto Vallarta, Jalisco",Twitter for iPhone,es,"You'd better go back home, Tata Martino has you predestined to fail, because that's how it suits Argentina. @miseleccionmx https://t.co/7QDfzuE4vV",False,['1597250038153240577'],1597250038153240577,2022-11-28 15:24:19+00:00,quoted
2049,Erume,Erume,18143272.0,False,Mexico City,Twitter for iPhone,es,@gabyvaon @Canelo @miseleccionmx Whore you all for assholes who did nothing.,False,['1597250034625810432'],1597250034625810432,2022-11-28 15:24:18+00:00,replied_to
2050,Jesús Alberto Martínez,ZuzoMartinez,274089981.0,False,,Twitter for Android,es,@renacova @miseleccionmx This Wednesday all Mexicans will taste the cry of HEEEEE PUTO!!!!#FUERATATA #UNASELECCIONSINBECADOS,False,['1597249974588542978'],1597249974588542978,2022-11-28 15:24:04+00:00,replied_to
2051,El Toño,Nattemorkett,157872396.0,False,,Twitter for iPhone,es,"And if they hate Messi for the alleged footsteps on the @miseleccionmx jersey, do they also hate these Mexicans who take his photo after scoring our first goal? 🤔🤦🏽‍♂️ https://t.co/hlW8pOCdFo",False,['1597249950278385664'],1597249950278385664,2022-11-28 15:23:58+00:00,
2052,Sergio Rivera,SergioR49148300,1.530274044376916e+18,False,,Twitter for Android,es,@HHerreramex @miseleccionmx @fifaworldcup_es In fact you are too much you don't play anything anymore but it hurts they never have the eggs to acceptw4 that they no longer peel,False,['1597249906003308547'],1597249906003308547,2022-11-28 15:23:47+00:00,replied_to
2053,Puminho do nascimento 🇧🇷 🇸🇪,SoySergioMoreno,1.254157035643392e+18,False,"Chihuahua, México",Twitter for iPhone,es,"@RicardoBSalinas @miseleccionmx They don't get you out of your mind, crazy ball",False,['1597249897790525440'],1597249897790525440,2022-11-28 15:23:45+00:00,replied_to
2054,Jerome Turner,VedderJerome,11166382.0,False,,Twitter for iPhone,es,@RicardoBSalinas @miseleccionmx When Don Ricardo dares to go up to a space with us to talk about web 3?,False,['1597249871341572096'],1597249871341572096,2022-11-28 15:23:39+00:00,replied_to
2055,¢нαяяαѕ¢αѕ נυαη яσмαℓν,alvacast17,108439723.0,False,mexico df,Twitter for Android,es,"@miseleccionmx Lumps these are with a mediocre coach who came out to rattle the game, what was said, they went for 3 games and everything seems that it will be that way, they put up with this imitation of a coach and there are the consequences",False,['1597249867033608192'],1597249867033608192,2022-11-28 15:23:38+00:00,replied_to
2056,el Chile Serrano,KotakiSerrano,7.575494036367688e+17,False,,Twitter for Android,es,"GOOD MORNING MY AMERICAN RACE. Now it turns out that Messi kicked the shirt and stomped on the flag? Please, what is true? I kick and trample @miseleccionmx and they don't say anything about that?",False,['1597249863502409730'],1597249863502409730,2022-11-28 15:23:37+00:00,quoted
2057,Enlace Tabasco,enlace_tabasco,1.5499184424170004e+18,False,Villahermosa Tabasco,Twitter for Android,es,"@miseleccionmx @UnVasoDeLALA The problem is one... stubbornness of managers, stubbornness to keep the same fucking coach that delivered the game and Sido inoperative, stubbornness to keep things like this since the defeats with the United States they knew everything was going wrong, it's a stubbornness that has us like this!!",False,['1597249851234078722'],1597249851234078722,2022-11-28 15:23:34+00:00,replied_to
2058,BALDER CAMUS ZIU,BALDERCAMUS1979,295835850.0,False,VALHALLA,Twitter for Android,es,@miseleccionmx @UnVasoDeLALA Very mercenary workers,False,['1597249826328281092'],1597249826328281092,2022-11-28 15:23:28+00:00,replied_to
2059,Queen Kunta 💃🏻,Kareen_Cs,231705362.0,False,Ciudad de México. ,Twitter for Android,es,@Cerere11 @miseleccionmx all because of the tata,False,['1597249779720806400'],1597249779720806400,2022-11-28 15:23:17+00:00,replied_to
2060,EmilXD,shop350,166745753.0,False,,Twitter for Android,es,@joralcr @miseleccionmx @UnVasoDeLALA Why pay when you can watch it for free?,False,['1597249756782526464'],1597249756782526464,2022-11-28 15:23:12+00:00,replied_to
2061,SuricataDeportiva,SuricataDeport1,1.22043967145028e+18,False,,Twitter Web App,es,"GOALS BY CONFEDERATION SO FAR
@Concacaf: 3
#UEFA: 39
#AFC: 12
@CONMEBOL: 8
#CAF: 14

Excellent work @miseleccionmx
#QatarWorldCup2022 #CONCACAF",False,['1597249706832277504'],1597249706832277504,2022-11-28 15:23:00+00:00,
2062,Natan Alfie,natansito,147474461.0,False,,Twitter for Android,es,@miseleccionmx They are not ashamed I fall,False,['1597249702705397762'],1597249702705397762,2022-11-28 15:22:59+00:00,replied_to
2063,🇲🇹 هيكتور رينيه 🇲🇹,HectorReneMonte,54237193.0,False,17N23w54E99S ,Twitter for iPhone,es,@Canelo I hope and do the same with the trunks of @miseleccionmx as soon as they get off the plane.,False,['1597249684963139585'],1597249684963139585,2022-11-28 15:22:55+00:00,replied_to
2064,Jaime Guerrero,jaimeguerrero08,179214474.0,False,"México, Oaxaca",Twitter for iPhone,es,"Ah wow… how about me?

That's why we pay taxes and that's why they go out to vote and march... I'm not #Government, let's start demanding the #Governmentalists to do their job well.

The day before yesterday they asked me to make changes to @miseleccionmx and now to pursue criminals? 🤦🏻‍♂️ https://t.co/GKfkHPmwsd",False,['1597249678365843458'],1597249678365843458,2022-11-28 15:22:53+00:00,quoted
2065,nieto del abuelo,mafortiz_,1.0505606534993633e+18,False,,Twitter for Android,es,@kokito11 @miseleccionmx @UnVasoDeLALA There was a leader who stood up and jumped at the Federation and did not go. Great Carlos Vela!!,False,['1597249600942841857'],1597249600942841857,2022-11-28 15:22:34+00:00,replied_to
2066,Patrocinio,medeciankoki,1397620526.0,False,PAIS: MEXICO,Twitter for iPhone,es,"Gerardo ""Tata"" Martino resigns from @miseleccionmx

The match against Saudi Arabia will be led by an interim DT. https://t.co/bLco0iQ4DX",False,['1597249565346103298'],1597249565346103298,2022-11-28 15:22:26+00:00,
2067,Jose ALfredo Tenorio Alpizar,TenorioAlpizar,1.4450927795336684e+18,False,,Twitter for Android,es,@miseleccionmx Scoundrels,False,['1597249559390203907'],1597249559390203907,2022-11-28 15:22:25+00:00,replied_to
2068,Rich Torres,richtocor,2571497198.0,False,,Twitter for Android,es,"@FJG_TD Do you think that I hope it doesn't go to the next phase so that once and for all a purge is done in @miseleccionmx and in @FEMEXFUTAC ?? Greetings, your book ""el 86"" is excellent,",False,['1597249538942607361'],1597249538942607361,2022-11-28 15:22:20+00:00,replied_to
2069,LuisDavidTA,LuisDavidTA,137163014.0,False,Mexico DF,Twitter Web App,es,"Thanks to @Canelo's complaint, FIFA will open an investigation that could lead to the withdrawal of the three points from the @afa team and award them to @miseleccionmx.",False,['1597249533565550595'],1597249533565550595,2022-11-28 15:22:18+00:00,
2070,Luis Nevarez,NevazLuis,2425866524.0,False,,Twitter for iPad,es,"✍ ""Mexico's great challenge in the @FIFAWorldCup_es"", by @edgarmendez9 🇲🇽 Opinion on @miseleccionmx and its role in the World Cup 👉 https://t.co/wrfp4eMXeR (via @marca) 🗞 #IAmCommunication #IAmPlayer https https://t.co/Q5EjL6aGD6",False,['1597249528578846721'],1597249528578846721,2022-11-28 15:22:17+00:00,
2071,Dominic Toretto,KhrisMar20,147440331.0,False,las choapas,Twitter Web App,qme,@miseleccionmx https://t.co/sypzWF9Lkq,False,['1597249499189358596'],1597249499189358596,2022-11-28 15:22:10+00:00,
2072,Marco García,MarcoGarC93,1.5421993594244383e+18,False,,Twitter for Android,es,"#TataMartino directed @miseleccionmx with his feet against @Argentina but I have no doubt he will go all out against Saudi Arabia, he only sought to keep the National Team of his country of origin alive.... #Qatar2022 #México #QatarWorldCup2022 #WorldCup",False,['1597249475894185988'],1597249475894185988,2022-11-28 15:22:05+00:00,
2073,Periódico Correo,PeriodicoCorreo,99005968.0,False,"Guanajuato, Gto. México.",Twitter for Android,es,This is how @Canelo reacted to defend @miseleccionmx after the match against #Argentina ⚽️🥅 /#Qatar2022 #FIFAWorldCup @FIFAWorldCup https://t.co/QZDSN5BJ60,False,['1597249405794816000'],1597249405794816000,2022-11-28 15:21:48+00:00,quoted
2074,Eligio Antonio,Eligio9,280869306.0,False,sureste mexicano,Twitter for Android,es,What the hell x @ghanafaofficial that if it's a good team they should never do them less than wow games they were also nothing short of drawing Portugal should @miseleccionmx learn something 🙄🤷‍♀️ https://t.co/xi0wpf23O0,False,['1597249377877123072'],1597249377877123072,2022-11-28 15:21:41+00:00,
2075,Al,Alonso99899,1.503496629483049e+18,False,,Twitter for Android,es,@Lily740267091 @lopezobrador_ says that Messi must come to the @EstadioAzteca to apologize to @miseleccionmx for having done what he did,False,['1597249360307580928'],1597249360307580928,2022-11-28 15:21:37+00:00,replied_to
2076,De Fútbol,BlogDeFutbolmx,1.283637069236048e+18,False,,Twitter for Android,es,"@miseleccionmx @UnVasoDeLALA A message for the national team players:
https://t.co/5vFYUvy3Xt",False,['1597249348047613953'],1597249348047613953,2022-11-28 15:21:34+00:00,quoted
2077,Elmer Homero 🇲🇽,Elerguero,1.331705738855547e+18,False,,Twitter for Android,es,@mgjr111 @EHurts95 @miseleccionmx Jajaja 😂 https://t.co/dK8wTO49Zl,False,['1597249306259755008'],1597249306259755008,2022-11-28 15:21:24+00:00,replied_to
2078,🇲🇹 هيكتور رينيه 🇲🇹,HectorReneMonte,54237193.0,False,17N23w54E99S ,Twitter for iPhone,es,"@GraciasTevez @Joakhoso1 @tntsportsmex @miseleccionmx COME AND SEE THEM

LET THEM COME AND SEE THEM

CHES DO NOT HAVE EGGS

THE ENGLISH CUT THEM OFF https://t.co/OhqdJeJdZa",False,['1597249296176668672'],1597249296176668672,2022-11-28 15:21:22+00:00,replied_to
2079,Lola Hernández,lolahernan,259248454.0,True,"Madrid, Comunidad de Madrid",Twitter Web App,es,@tntsportsmex @miseleccionmx @LaReimers @MajolaB @RICARDOMURGUIA @emilianoraggi He who seeks finds https://t.co/tb9JxATmDY,False,['1597249279747579904'],1597249279747579904,2022-11-28 15:21:18+00:00,replied_to
2080,Camila,Ross_alba0707,1.5765080474002555e+18,False,,Twitter for Android,es,"In @miseleccionmx It must be Directed by Mexican
No more Alien Rats",False,['1597249235971608577'],1597249235971608577,2022-11-28 15:21:07+00:00,
2081,¢нαяяαѕ¢αѕ נυαη яσмαℓν,alvacast17,108439723.0,False,mexico df,Twitter for iPhone,es,@CAFERNANDEZR @miseleccionmx @afa @fifaworldcup_es @JavierBalseca @TVCDeportes @rubenanwar @FIFAWorldCup @jzarzap @beltrandelrio @reformacancha @adevaldes Good info.,False,['1597249190190813187'],1597249190190813187,2022-11-28 15:20:57+00:00,replied_to
2082,AlanElPana,alan_pana,8.453973456301302e+17,False,,Twitter for Android,es,They speak to you @miseleccionmx https://t.co/jY6sufLkf9,False,['1597249152316231680'],1597249152316231680,2022-11-28 15:20:48+00:00,quoted
2083,Levi L. ⏳,leviisss,90294527.0,False,"Toronto, Ontario",Twitter for Android,es,"@MARCOHVF55 @miseleccionmx @UnVasoDeLALA Another asshole... Tata has his last day of work on Wednesday and he leaves, the managers stay and they are the problem.",False,['1597249127225905154'],1597249127225905154,2022-11-28 15:20:42+00:00,replied_to
2084,Carlos Villarreal,CarlosV54208137,1.5560812717633413e+18,False,,Twitter for iPhone,es,"What happened here? 🤔 Through social networks, the controversy has been unleashed over this video of Leonel Messi celebrating after the #ARG victory against #MEX where he would have kicked the shirt of @miseleccionmx. ⚽️ https://t.co/GDYCkME47v",False,['1597249097626714112'],1597249097626714112,2022-11-28 15:20:34+00:00,
2085,Ar7uro,Arturo_Rdz16,43196369.0,False,"San Nicolás de los Garza, Nuev",Twitter for Android,es,@BlancaBoyzo @miseleccionmx @FMF This image is correct and gives us proof of the truth after the game 😤😠 https://t.co/rAYZZFqVZ4,False,['1597249093205561344'],1597249093205561344,2022-11-28 15:20:33+00:00,replied_to
2086,Tlalne Street Art,tlalnestreetart,1.4726285774515855e+18,False,"Tlalnepantla de Baz, México",Twitter for iPhone,qme,@zklntt @Joakhoso1 @tntsportsmex @miseleccionmx https://t.co/1ha5fbzWTZ,False,['1597249019582955520'],1597249019582955520,2022-11-28 15:20:16+00:00,replied_to
2087,Carlos Valdés,valdes_carlos,292423027.0,False,,Twitter for iPhone,en,@nuevodiaenlinea @Canelo @fifaworldcup_es @Argentina @miseleccionmx Blown out of proportion 🤦🏻‍♂️,False,['1597248886657404928'],1597248886657404928,2022-11-28 15:19:44+00:00,replied_to
2088,Rodrigo Rodríguez,Rodrigo63070700,1.4028280859893473e+18,False,,Twitter for Android,es,"@JaimeHhdz @ScorpioOfficial @miseleccionmx @UnVasoDeLALA Read the
full tweet",False,['1597248842147454978'],1597248842147454978,2022-11-28 15:19:34+00:00,replied_to
2089,Erume,Erume,18143272.0,False,Mexico City,Twitter for iPhone,en,Messi and #Argentina are not done yet!!! 🇦🇷🏆🇲🇽 @Argentina @miseleccionmx @FIFAWorldCup #FIFAWorldCup #ARGMEX #ARG #LaAlbiceleste #Mexico #MEX #ElTri #MexicoDeMiVida #GroupC #Qatar2022 #Catar2022 #CopaMundial #football #futbol #soccer @ Lusail Stadium https://t.co/TizvR8XOG8 https://t.co/6iEPWY29wi,False,['1597248830533406721'],1597248830533406721,2022-11-28 15:19:31+00:00,
2090,Televisión Tabasqueña,TVTenlinea,62558942.0,False,"Villahermosa, Tabasco, México",Twitter for Android,es,"@miseleccionmx No comments... I only hope for the MIRACLE, but NOW we must demand the resignation of several DIRECTORS.",False,['1597250614765195264'],1597250614765195264,2022-11-28 15:26:36+00:00,replied_to
2091,ミスターチーズ🧀,701_yos,1.5894692481576223e+18,False,あなたの心,Twitter for Android,es,"@miseleccionmx It starts from the federation, in planning, structure, sports objective, I know that economics goes hand in hand, but if you were to raise sports to the first levels, you would see it economically remunerated!!
But since sports is below that , it will never progress .",False,['1597250599111643136'],1597250599111643136,2022-11-28 15:26:32+00:00,replied_to
2092,Iván,youngmeneverdie,1.0031454731910062e+18,False,Mexico,Twitter for Android,es,"@NoticiasTribuna @miseleccionmx Stop arguing with nonsense, when you take off your shoe you kick your shirt... And? What are they trying? That Argentines be insulted for these nonsense? Societies are already divided enough. add coconut",False,['1597250591679729664'],1597250591679729664,2022-11-28 15:26:31+00:00,replied_to
2093,Carlos AntiBorolista,rblnnlgrnja,3118108458.0,False,,Twitter for iPhone,es,"@RicardoBSalinas @miseleccionmx They want me to be the real life Batman.

By day he buys companies to solve his problems or for pleasure.

At night he goes out to fight crime.",False,['1597250583324262400'],1597250583324262400,2022-11-28 15:26:29+00:00,replied_to
2094,Mario Velázquez,ve00306788,1.5792475212635587e+18,False,,Twitter for Android,es,"@Enrique_BR @lucasacostaa26 @tntsportsmex @miseleccionmx Tourist destinations:
Moon Valley, Usuhaia, Iguazú Falls (considered the 8th wonder of the world), Salta, Guarani Jesuit Missions, Valdés Peninsula (UNESCO World Heritage Site), Calafate, Perito Moreno Glacier, Bariloche, Humahuaca Gorge +",False,['1597250579171926016'],1597250579171926016,2022-11-28 15:26:28+00:00,replied_to
2095,Dinastía Águila,Dinastiaguila,7.425544403396198e+17,False,"Aguascalientes, México",Twitter for iPhone,es,"@Canelo @miseleccionmx has been kidnapped and trampled on by corrupt managers, mercenaries, and those who only seek charity in their pockets, in exchange for achievements for the country, those are the ones you must give shame to stop trampling on the name of Mexico.",False,['1597250564701974531'],1597250564701974531,2022-11-28 15:26:24+00:00,replied_to
2096,Diablo_Rojo 👹🇲🇽🇺🇾🇧🇷🤝🫶,diabolikousa,230901773.0,False,,Twitter for Android,es,@RicardoBSalinas @miseleccionmx They think you look like the army.... That you do everything....,False,['1597250543210360832'],1597250543210360832,2022-11-28 15:26:19+00:00,replied_to
2097,🅰️gus,AgusUrrere,1430483341.0,False,TIGRE Bs As ARGENTINA,Twitter for iPhone,es,"@AlberrtoRM Afterwards, the same goal can be lent to @miseleccionmx ??",False,['1597250523706511360'],1597250523706511360,2022-11-28 15:26:14+00:00,replied_to
2098,profeta99,profeta991,1.0302560751428772e+18,False,,Twitter for Android,es,"@RicardoBSalinas @miseleccionmx People have a lot of faith in Don Ricardo, don't disappoint them so suddenly 😂",False,['1597250500512354304'],1597250500512354304,2022-11-28 15:26:09+00:00,replied_to
2099,Gustavo Guzmán,g_guzman40,2786377338.0,False,,Twitter for iPhone,es,The Saudi team received the president of the Federation prior to their training to support them prior to the game against @miseleccionmx https://t.co/6kp0ZFl1It,False,['1597250479184318466'],1597250479184318466,2022-11-28 15:26:04+00:00,
2100,Eduardo Camarena,ecamarena1,1898744245.0,False,,Twitter for Android,es,"@Canelo First you should beat up the players, coaching staff and directors of @miseleccionmx, those did mop, stomp on and look at their shirt. If you don't stop mmdas Mary Jane",False,['1597250454773444609'],1597250454773444609,2022-11-28 15:25:58+00:00,replied_to
2101,Leandro Salas,Leandro64612402,1.4508823468703212e+18,False,,Twitter for Android,es,"@RicardoBSalinas @miseleccionmx Now they just need to be told that because there is no light in certain neighborhoods, or because there is no water in x place, or because they sell spoiled food in certain restaurants, or because the streets have many potholes hahahaha seriously with these people 🤷🤦🤷🤦",False,['1597250436028764160'],1597250436028764160,2022-11-28 15:25:54+00:00,replied_to
2102,Javi Serrano,javi_serra1,2191710073.0,False,"Guadalajara, Jalisco",Twitter for iPhone,es,"@miseleccionmx @UnVasoDeLALA Tata's own goal against Mexico, what a courageous fire ""friend"" what little ethics and mother this ""sir"" has, they would have run him long ago https://t.co/4sPpKZWjKQ",False,['1597250418404655106'],1597250418404655106,2022-11-28 15:25:49+00:00,replied_to
2103,Antonio Sansores,AntonioSansor10,1.2673739698224005e+18,False,"Mérida, Yucatán",Twitter for iPhone,es,@RicardoBSalinas @miseleccionmx You can do everything uncle Salinas,False,['1597250371419746304'],1597250371419746304,2022-11-28 15:25:38+00:00,replied_to
2104,Ami Hala Mela,Ami_Hala_Mela,1.5738660698817208e+18,False,,Twitter for iPhone,es,@RicardoBSalinas @miseleccionmx He only needs to be complained about for the ugly cakes before the march haha,False,['1597250356031148032'],1597250356031148032,2022-11-28 15:25:35+00:00,replied_to
2105,Durden,iTyler_Durden,1460247426.0,False,En tu corazón My love,Twitter for Android,es,"@RicardoBSalinas @miseleccionmx It's that they think you can be useful for something positive and not just show off on your yacht, forgive them, they still don't know you well hehe",False,['1597250314574651392'],1597250314574651392,2022-11-28 15:25:25+00:00,replied_to
2106,Tania Gómez,soytaniagomez,80655418.0,False,Ciudad de México,Twitter for Android,es,"@RicardoBSalinas @miseleccionmx Don Tocayo, please send your secretary of public security, Commander Elektron. Urgent!

😂😂😂",False,['1597250272027631617'],1597250272027631617,2022-11-28 15:25:14+00:00,replied_to
2107,Cafre al Volante,cafrealvolante,1464776282.0,False,Ciudad de México,Twitter for iPhone,en,"@EOchoa_8 @miseleccionmx Oh, so you don’t like the Martino pressing low block with a reluctance to send wingers forward? You don’t like when Chucky is literally the only player making a run towards the opposing goal?",False,['1597250246723371009'],1597250246723371009,2022-11-28 15:25:08+00:00,replied_to
