,text
1685,"Always the same story, I don't know why I allow myself to be surprised #SeleccionMexicana #SeleccionArgentina #QatarWorldCup2022"
1686,The Mexican team plays very well… with the feelings of the people! 🤣🤣 #Messico #SeleccionMexicana #NoMamar
1687,Difficult to think about winning a game when you only manage to have 1 shot on goal and when you need your best player (who you took) you take him out from the side. #QatarWorldCup2022 #SeleccionMexicana #TataMartino
1688,The band around my house plays better than those assholes from the #SeleccionMexicana
1689,"#Tata's fault? What we are seeing in the #World Cup is nothing more than the result of leaving the Copa América, the Libertadores, filling the league with foreigners, eliminating relegation and the attempt to merge the league with the MLS. There is the origin of this flat and clueless #SeleccionMexicana."
1690,"#SeleccionMexicana #mexicoargentina
There is a god at this rate we didn't even reach the eighth. They covered well but had no attack.
What is the use of covering up if you are not going to generate goals. https://t.co/NLtbLXb2jJ"
1691,"@lady4ever Yeeee! Congratulations to our #SeleccionMexicana for their...
What are we going to eat today ? Toast without avocado 🥹"
1692,"Aah click #SeleccionMexicana playing like never before and losing like always. As long as we don't have someone to score the goals, they can play like this for 3-4 hours and don't score a single goal.
And Argentina... well, they have Messi."
1693,"The #SeleccionMexicana defended itself well in the first half of the game, in the end the hierarchy prevailed, individual quality, coupled with the mediocre Mexican offensive capacity, the game was lost and practically marked their elimination from the World Cup."
1694,"Regrettable! The campaign is armed between Argentine and Mexican fans

#Argentina #Mexico #Qatar2022 #Mexican Selection #Tricolor

https://t.co/kacbqp3Cm8"
1695,"@Sofia_051908 The cravings, the cravings beat us hahahaha
Yeah, hope is lost last
Let's go for one more game ⚽

#Mexican team"
1696,"@lopezdoriga Same as always...
They play well without reaching goal, there are no forwards
The #SeleccionMexicana does not deserve its fans"
1697,"📢 They already know it, they already know it: illusion-disappointment-illusion and so on, to infinity with the #SeleccionMexicana 😉"
1698,".
Messi 🎶

#Messi
#Mexico
#Messi𓃵
#Messi𓃵day

#Select Argentina 2
#SeleccionMexicana 0
.
https://t.co/TSTcKL2mA0"
1699,"⚽ We always carry soccer and Mexico in our hearts! ♥️

#tv #fibratv #telefonía #WIFI #fibraóptica #internetporfibraóptica #MéxicovsArgentina #EsHoy #qatar2022 #seleccionmexicana https://t.co/rqBgu5ZoOR"
1700,No more foreign technicians in the selection! They don't feel the shirt! #SeleccionMexicana #MexicoArgentina
1701,"@medranoazteca The disciplined boys listened to what they were asked to do, the one who failed was the stupid Argentine coach... #nationaltechnicians should lead the #MexicanSelection"
1702,#TataMartino you bring out the best players in the game. Sick of being less than others. #Mexican team
1703,@miseleccionmx The pleasure lasted very little... thanks @YoSoy8a and #SeleccionMexicana 🤦🏻‍♂️
1704,"Encourage your children to love a sport other than soccer, so they won't be disappointed with their selection every World Cup. Write them down in the dives, or the box 🤣 #SeleccionMexicana"
1705,@TUDNMEX @miguelcamara Bear thousand #SeleccionMexicana
1706,"#FIFAWorldCup #soccer #SeleccionMexicana sad about the defeat but ""money is money"". Thanks Argentina ❤ https://t.co/Y5d75LYgSr"
1707,"I have never seen a person as excited as @rogelio7funes. He said that if he scored against La Scaloneta, he was going to shout it with euphoria. And what happened?. He didn't play 😂😂😂. That happened to him because of his mouth and smoke salesman. #FunesMori #SeleccionMexicana #SeleccionArgentina #WorldcupQatar2022 #ArgentinavsMexico"
1708,"#Deportes ⚽ They left us on the court! 🇦🇷 #Argentina defeated the #MexicanSelection 2-0 🇲🇽 in the second duel in Qatar 2022.

The details: https://t.co/3BXXyBLRQt
#OpeningTheConversation #Mexico
#Mundial2022 #Qatar2022 #FIFAWorldCup #MexicoVsArgentina"
1709,"The #miseleccionmx players gave everything, they lacked forwards and that is the responsibility of the technical direction #Qatar2022 #Tri #SeleccionMexicana"
1710,"#Catar2022 #SeleccionMexicana

Mexico missed the opportunity to eliminate Argentina and no longer depends on itself to advance to the round of 16 🇲🇽🇦🇷⚽️

https://t.co/ByTWjbaefe"
1711,"🇦🇷Argentina fucked 🇲🇽Mexico 😓
 like when my Argentine neighbor
 he caught me 😈😅🍆🍑💦
#Foxyhot
#MexicoVsArgentina
#Mexican team
#World CupQatar2022
#hotwifeMexicana https://t.co/jE8WMW2iRG"
1712,"There is nothing left to say 🙃

Many strikers and none can score a goal

#SeleccionMexicana #MexicoVsArgentina #Qatar2022 #Qatar2022EsLatina https://t.co/DkhznekIE0"
1713,"@tntsportsmex Were you looking for him?🤔
#SeleccionArgentina 2-0 #SeleccionMexicana https://t.co/atlSP79ACY"
1714,"#Argentina win 2-0 against #Mexico.
🇦🇷🇲🇽

#SokerPY #futbol #futebol #soccer #fifaworldcup #fifaworldcup2022 #qatar2022 #catar2022 #copadelmundo #mundial #copadomundo #seleccionargentina #albiceleste #scaloneta #argmex #mexarg #mexico #seleccionmexicana"
1715,"Tata came up with the Argentinian, his changes were a message to Argentina: ""There you are, assholes! Do your thing""...
#TataFuera #SeleccionMexicana
#World CupQatar2022"
1716,Hopefully and the famous 'Aztec Curse' of its fruits and #SeleccionPolaca🇲🇨 win or draw with #SeleccionArgentina so that the #SeleccionArgentina leaves and thus the #SeleccionMexicana can pass to the Eighth... XD https://t.co/ L1Tr0AmkJH
1717,"Ok, now it's time to destroy the federation #SeleccionMexicana"
1718,#SeleccionMexicana @miseleccionmx https://t.co/YRc9BxA8SR
1719,"The #SeleccionMexicana was not to blame, it was the director who no longer carburizes the squirrel #Pafueraeltata. 👎🏼"
1720,"#football is a simple sport: you win by scoring goals and to do so you need players to score them. The #SeleccionMexicana does not have them. Why? Because the @ligamx teams don't form strikers, they buy them. As always, hope for a miracle against #SaudiArabia."
1721,"But great commercial success.
Such are the priorities of the IP in the sport of soccer.
#SeleccionMexicana https://t.co/0CjhxBpsVX"
1722,#SeleccionMexicana https://t.co/snd2f5kqsM
1723,"@Ay_Ve_Kahve Yes, well, I almost shaved off a client's eyebrow 😂😂😂😂 just because of the stress of the game 😂😂, but above all hope we have one more game 🥺

#Mexican team"
1724,"🇦🇷Argentina fucked 🇲🇽Mexico 😓
 like when my Argentine neighbor
 he caught me 😈😅🍆🍑💦
#Foxyhot
#MexicoVsArgentina
#Mexican team
#World CupQatar2022
#hotwifeMexicana https://t.co/mE5v9cg6TM"
1725,PLEASE someone explain to the #SeleccionMexicana🇲🇽 that to score at least you have to shoot a goal
1726,"The #SeleccionMexicana as always, millionaire but mediocre players, continue appearing in television commercials and others, while their football sinks more and more. #pathetic"
1727,"A few days ago Ochoa was almost a god and today he returned to being the armless Ochoa... Well... You could see it coming 🙄🙄🙄🙄

#Messico #WorldcupQatar2022 #ArgentinavsMexico #mexicoargentina #SeleccionMexicana #Sabado #FelizSabado #Qatar2022 https://t.co/6YPS5HWT7l"
1728,"I haven't seen a #SeleccionMexicana match in 4 years, although it was against #Argentina, it's disappointing that in this time they haven't learned to enter the big area, not shoot from long distance, much less score 1 goal 🤷‍♂️
#MexicoArgentina
#Messico"
1729,"I don't get totally excited again. For what? If the fourth time I give you my heart I was wrong. I won't get excited again because this disappointment has left a bad taste in me, it has taken away the courage to get excited again 🎼🎼 #SeleccionMexicana #Mex"
1730,"Lots, lots, lots but lots of things I can say... But I'll just limit myself to saying
#ChinguenASuMadre all alv
#World2022
#World CupQatar2022
#MexicoInQatar
#Mexican team
#ArgentinavsMexico
#Messico https://t.co/O5Zrn13kcJ"
1731,"Mexico before the goal and the changes / Mexico after the goal and the changes

#QatarWorldCup2022 #Qatar2022 #SeleccionMexicana https://t.co/UzKGssJKX5"
1732,"They already wanted to go back anyway #SeleccionMexicana, you can't even drink there, right? :("
1733,PIJO ALVARADO the worst garbage of the Mexican team #SeleccionMexicana #mexicoargentina
1734,"We played horrible with ""H"" from Herrera.

#Mexican team
#TataMartino
#Mexico
#MexicoVsArgentina"
1735,Leaving without scoring a goal... that hurts! #Mexico #SeleccionMexicana @miseleccionmx https://t.co/x3uPH2Jw7l
1736,"#SeleccionMexicana Martinoli was the promoter of Tata Martino, look as he said that the national team needs that coach, two Edson Alvarez must have played, saved, you burned a change, and you take Alvarado instead of Acendejas."
1737,"The truth is, I hope we don't qualify for the next Round, I don't know how many goals we'd get in the round of 16 against a France 🇫🇷 that won't forgive you, it's better that we stay in this phase, it hurts less.

#Mex #SeleccionMexicana @miseleccionmx"
1738,"If they were on the defensive, why didn't they include the minister?
#F1 #SeleccionMexicana #SP11 https://t.co/MFEwTsFGuD"
1739,"There is health, which is the important thing #SeleccionMexicana #DecepciónMexicana #Qatar2022"
1740,#SeleccionMexicana https://t.co/MN4mXWj6MF
1741,@rocionahle calling his Arab friends to let Mexico win. #FIFAWorldCup #WorldcupQatar2022 #SeleccionMexicana https://t.co/UlgEU6HJpQ
1742,"BUT WHAT JUST HAPPENED 🧉😎🇦🇷
#FIFAWorldCup
#Qatar2022 #mexicoargentina #SeleccionMexicana https://t.co/tvpiY4KhGd"
1743,"@ClauchisBuchona I don't know how Clau can trust them again. They are like the parties. They already charged, we send them for a walk; the country, the flag, the fans, the citizen is worth a mother! #SeleccionMexicana #MexicoVsArgentina #26Noviembre #mexicoargentina @senadomexicano
@Mx_Diputados #marchapedorra https://t.co/W4hZXtaTZV"
1744,"Argentina is saved and Mexico is in danger of elimination ⚽🔥

This is how the #ARG was lived 🆚 #MEX 👀👇

#Mundial #Qatar #FIFAWorldCup2022 #miseleccionmx #seleccionmexicana #FIFAWorldCup #Qatar2022

https://t.co/hDZe5Q36xR"
1745,@El_TataMartino and @rogelio7funes drowning out Argentina's goal cries!!! #MexicovsArgentina #SeleccionMexicana #conmemosiparty https://t.co/FWaWbdt7wK
1746,A #Tequila to digest the defeat of #Mexico vs #Argentina. Gives more satisfaction than the #Mexican Selection https://t.co/ZEowz3iT0D
1747,"This wouldn't have happened if Jenni was playing 😔
#SeleccionMexicana https://t.co/RSOahoD390"
1748,"I am Mexican and yes, we LOST against Argentina, even so CONGRATULATIONS to the Mexican team for being in the World Cup #SeleccionMexicana #Qatar2022"
1749,"How I would like to be eight, so that Messi puts me in.
#mexicoargentina #Messico #SeleccionMexicana"
1750,"Here's the fucking #SeleccionMexicana
It was evidenced that they are pure (always) inflated players

#mexicoargentina #MexicoVsArgentina #Messico #FIFAWorldCup #ArgentinavsMexico #WorldcupQatar2022 #Argentina #MEX #Mexico"
1751,"In a certain way we knew that the #MexicanSelection could not beat Argentina and #Ochoa could not perform miracles, besides #TataMartino disappointed as always...how frustrating that #Mexico was lost there... https://t.co/MmIdFf68TZ"
1752,"With the departure of Chucky Lozano, ""Tata"" Martino handed over the game to Argentina.

By the way, ""Tata"" Martino is Argentine.
#Mexican team"
1753,"Seat your best defender (@EdsonAlvarez19) to defend a tie.

The joke tells itself.

#SeleccionMexicana #FIFAWorldCup #Qatar2022"
1754,"What is failure? Players? The technical director? The same as always, how bad! Very bad! 👎 #Mexican Selection"
1755,Every 4 years #Mexico gets sad...thank you #SeleccionMexicana
1756,The #SeleccionMexicana right now: https://t.co/R4vByOmZfp
1757,"The #SeleccionMexicana right now
#mexicoargentina
#MexicoVsArgentina
#Qatar2022
#FIFAWorldCup https://t.co/T120lPxYlk"
1758,"With these changes, do you still think that the tata did not sell the game? #mexicoargentina #SeleccionMexicana #tatalargate https://t.co/IqNLVSYMQD"
1759,"This is how you plan to beat Arabia? I mean, it's the only solution. #Mexican team"
1760,The selection of yes but no. #Mexican team
1761,"Any Mexican knew that this match was to be lost, starting with the lineup and ending with the changes. #MEX #fueratata #SeleccionMexicana #MexicoVsArgentina"
1762,"And although hope remains, @miseleccionmx has not given ANY arguments to think that he has to advance to the next round.

If this failure materializes, Yon de Luisa and ALL of his team must leave the @FMF immediately.

#MEX
#Mexican team"
1763,"Everything seems to indicate that @miseleccionmx will close his WORST participation in World Cups of the ""modern"" era on Wednesday.

The #SeleccionMexicana can leave with ZERO goals and in LAST place thanks to the fact that @FMF did not want to accept their mistake and throw out Tata Martino.

#MEX"
1764,"The poor choice of players, added to the poor reading of the game and the coach's inability to correct, resulted in the most logical, defeat.

@miseleccionmx
#MEX
#Mexican team"
1765,"At the beginning of the game @miseleccionmx had to slow down the game, use the despair of the rival, but he did the opposite, he went out of control trying to compete from the physical and when fatigue arrived, the ""strategy"" collapsed.

#MEX
#Mexican team"
1766,"@miseleccionmx's DT did what we ALL knew he would do, fuck his own team.

Martino raised the game badly from the beginning and during its development he continued to ruin it with wrong changes.

#MEX
#Mexican team"
1767,"The best of today's game...
#SeleccionMexicana https://t.co/HcPUKyTbcG"
1768,"Well, we saved the memes against Argentina and went on to make fun of our own team because once again they made a fool of themselves.
#Qatar2022 #QatarWorldCup2022 #SeleccionMexicana #MexicovsArgentina #MexicoArgentina https://t.co/ON5RMBt9E1"
1769,Raul Jimenez has compromising photos of Martino. There is no other explanation. #Mexican team
1770,"They played like never before and lost like alwayseeeeee!!!!
#Mexican team"
1771,"Hahahaha how is the ""national disappointment"" and 🎅 similar?? ... only children and pendos... believe in them #Messico #MexicoVsArgentina #FIFAWorldCup #SeleccionMexicana"
1772,That of being a patriot supporting the #SeleccionMexicana
1773,"All of Mexico right now

#Mexican Selection #TataMartino #Mexico #Argentina #MexicoVsArgentina https://t.co/dMt7vlUPrL"
1774,"And maybe nothing happened but there will always be a question as to whether Funes did not enter because of being Argentine and that Tata is Argentine.

Think bad...

#Mexico #SeleccionMexicana"
1775,"The #SeleccionMexicana only ran to the wey, without clarity, #Martino starts without forwards, and then puts Jimenez in to see if there is a miracle, #Mexico still has a chance, but without a goal, there is no progress. @husseinforzan @don_dramon"
1776,"#Saturday of #Football, but we must not be distracted by the matches of the #SeleccionMexicana

#AngelDeLaDemocracia

#AMLO #Parade #PlanB #Democracy #politicalcartoon #monera #cartoon #cartoon #politicalcartoon #humor #criticism #drawing #art #Cardboard #design https://t.co/k75AoBEXZ1"
1777,This #SeleccionMexicana does not have a half court. There are no creative or containment means. #fueraherrera is not playing anything. I prefer Charly although due to strength he does not bring as much but he puts more effort and creativity into it. #FIFAWorldCupQatar2022 #ArgentinavsMexico
1778,"And so far TOOOOOODO the fucking merit of the #SeleccionMexicana in the World Cup is that ochoa stopped a penalty 😂🤣😂🤣😂

The ñoras lost again @miseleccionmx"
1779,"Why the fucking selection...
#SeleccionMexicana #Qatar2022"
1780,"#SeleccionMexicana how sad, I'm going to wipe my tears with Argentine bills, which in Mexico are cheaper than toilet paper"
1781,#tatamuertino LEAVE!!!!! #SeleccionMexicana #TataMartino #mexico
1782,"Why attack the #SeleccionMexicana? When they did their best, with what they had, why not challenge the lack of support? to budget? There is talent in Mexico, but there are interests in the clubs, nepotism, corruption and a @CONADE and govt. that are not up to par."
1783,"Mexico will be eliminated in the group phases but with Funes Mori, Raúl Jiménez and Tata Martino very happy to have lived the World Cup experience.
#SeleccionMexicana #FIFAWorldCup #Qatar2022"
1784,PTM did so much to the blowjob for taking Funes Mori to the #SeleccionMexicana and they don't put him in!
1785,The #Mexican team lost because they didn't let #ChecoPerez play. 🇲🇽🤡
1786,"MEXICO LOST!!! 💔
The Mexican team loses to Argentina and jeopardizes their qualification to the next round in the World Cup.
WE CAN FALL IN THE GROUP PHASE.😖

#seleccionmexicana #miseleccionmx #seleccionargentina #Qatar2022 https://t.co/7xbaaOq80F"
1787,And well... not because #SeleccionMexicana leaves a lot $$$$$ they put together a good team
1788,Final score Mexico 0 - 2 Argentina #ibarramillanabogados #Qatar2022 #SeleccionMexicana https://t.co/uQNuxPSM0G
1789,Puto the one that gives work to @ YondeLuisa1 #yondeluisa #MundialQatar2022 #SeleccionMexicana #mexicoargentina
1790,"how did they not want Mexico to lose if it is a team of pure men and men are assholes
#ArgentinavsMexico #WorldcupQatar2022
#Mexican team"
1791,"This was the last time I supported @miseleccionmx. I'll never get excited again, to follow her 👍🏻
#MundialQatar2022 #SeleccionMexicana #futbol"
1792,"Can we talk about Martino's worst mistake now?🚨

Mexico does not have a goal, there is no offensive idea, and for this they left out a guy like Santi Giménez, a scorer in his club and above all he was 100% physically.❌

#santigiménez #seleccionmexicana #mexico #argentina #Messico https://t.co/Hf7rMOsmh6"
1793,"We wouldn't have lost if SOMEONE hadn't messed with her best friend's husband.
#Mexican team"
1794,"LET'S FUCK GO #SeleccionArgentina #SeleccionMexicana #mexicoargentina #MexicoVsArgentina
To cry to the barrel .. https://t.co/SvHgAziPZ5"
1795,What did you expect fucking culera Mexican league... #SeleccionMexicana very stupid @LigaMXExpansion @adidasMX https://t.co/VMEKIw4DHU
1796,"After seeing so many World Cups, living joys and sorrows... I have never been so disappointed in @FMF and #SeleccionMexicana as today. https://t.co/jX3IKDmhpq"
1797,"First game I see of the World Cup and they end up violating the ptm. And by the way, fuck his mother all the family tree of the #SeleccionMexicana"
1798,#SeleccionMexicana https://t.co/JUBnmZB7Kz
1799,Tata the #1 enemy of my #SeleccionMexicana period 💅🏽 https://t.co/dDrG9sJCJO
1800,The net I trusted Mexico they were playing well but as always they end up losing #TataMartino ALREADY CHANGE HIM #SeleccionMexicana https://t.co/5kuEjXIIQ5
1801,Mediocre attitude without thinking big 🇲🇽⚽️ always the same story little attitude #SeleccionMexicana
1802,We will leave without a goal #SeleccionMexicana
1803,"Bring a better team Horacio Cascarin and the chicontepec mazacotes than this punch @miseleccionmx. ..
#mexicoargentina #MexicoVsArgentina #SeleccionMexicana #MundialQatar2022"
1804,"A nefarious team was already known !!!
#Mexican team
Congratulations Argentina @Argentina"
1805,CTM #SeleccionMexicana now beat #ArabiaSaudita to qualify
1806,"At @elconsejomx we help you raise your spirits to support our #SeleccionMexicana next Wednesday vs 🇸🇦. Call us or write us, on the #SecurityLine and #TrustChat 55 5533 5533 we offer you free emotional support and available 24/7 #Qatar2022 https://t.co/EOo2wYFhsW"
1807,The same already 2 games and no goals 😶👎🏼 #SeleccionMexicana #Mex https://t.co/5ktyBK4h4H
1808,"Balloon syndrome in the #MundialdeQatar2022, inflating the goalkeeper so much that he bursts the second game."
1809,"Well 🇲🇽 he played defense, he knew that 🇦🇷 and he was patient; there the result.

They impute 2 things: (1) the usual lack of 🥚🥚, (2) the managers who put BUSINESS before and sell advertising on players -the goalkeeper should not be there-.

There @miseleccionmx #SeleccionMexicana"
1810,"How they didn't want to win, if they shot Memito Ochoa, don't suck.
#SeleccionMexicana https://t.co/AN2Bv8r6R1"
1811,"El Tri falls with Argentina and is close to failure. #SelecciónMexicana #SelecciónArgentina #GrupoC #JustaMundialista #Qatar
📷MEXSPORT
#RBA
https://t.co/RUQYje54zH"
1812,"Mexico loses against Argentina and complicates their classification▶️https://t.co/q9coqXkjFy

#INFO7 #Qatar #SelecciónMexicana #SeleciónArgentina #Mundial"
1813,"Not even Chicharito would have been able to carry all that one-armed team, for the next time call good players who are in good condition and who feel the shirt, not dudes who don't care for having a guaranteed place.
#MEX #SeleccionMexicana #Qatar2022"
1814,"What good is it for you to have ""the best lineup"" in the history of Mexico if you have an asshole like DT, Gerardo Martino, you are leading the Mexican National Team to perdition.

#mexicoargentina #SeleccionMexicana #MexicoVsArgentina #Mundial #futbol #FIFAWorldCup #MexicoEnQatar"
1815,I wish we would take soccer ball of assholes that seriously @miseleccionmx #SeleccionMexicana https://t.co/vO82G7QKzm
1816,😮‍💨🥺 #SeleccionMexicana the sorrows with bread are less https://t.co/FCkE7Ju10u
1817,"💔🇲🇽 FOOT AND A HALF OUT 🇲🇽💔

The #SeleccionMexicana lost 2-0 to #Argentina and it is very difficult to advance from the group stage ❌

The #Tri will play everything against #SaudiArabia on 11/30 😬

Will there be a miracle? 🤔

#QatarxDLT #Qatar2022 #MundialQatar2022 #FIFAWorldCup

via: @fifaworldcup_es https://t.co/OaNHtveHYS"
1818,"Everything normal with the #SeleccionMexicana

The draw against #Pol and the loss against #Arg was expected

The problem is that this team doesn't have a goal ⚽ https://t.co/PWAR6NvYGa"
1819,"- The important thing is to put on your Mexico shirt every four years and think cool things.

                  #Mexican team"
1820,"The Mexican fans do not deserve a level of #SeleccionMexicana like the one we have. Without claw, courage; and that also plays badly and badly. #mexicoargentina

I hope this serves as a lesson. The cool parties in the US serve nothing more than to fill the pockets of the federations."
1821,"The typical-classic of the @miseleccionmx ""plays like never before but loses like always"". The chiaroscuro of the #Mexican team"
1822,It couldn't be known... the #MexicanSelection being the #MexicanSelection of all the World Cups.
1823,"🤷‍♂️ The #MexicanSelection doesn't disappoint me because I didn't expect anything from this team.
#Messi brought us back to reality 👏 https://t.co/GXVLjDTD68"
1824,"#mexicoargentina #MexicoVsArgentina #SeleccionMexicana Did you realize that there was not a single goal intention, dangerous play, close shot, alert against the Argentina goal?
Your vacation concierge 90 min.
#Mexicans, we don't have scorers, nor national team.
😢😢😢"
1825,"mediocre mice

#Mexican team"
1826,"Worlds always happen, and the same thing happens and the same thing. Make no mistake, those responsible for everything are not the 11 in short pants and who sweat their shirts on the field of the Mexican National Team, that's for sure. 🇲🇽⚽️⚖️💵 #mexicoargentina #MexicoVsArgentina #SeleccionMexicana Mexico https://t.co/TCD3b6IMVx"
1827,#Ochoa #SeleccionMexicana #mexicoargentina https://t.co/0Di3m5udIg
1828,"Well, we lost 🇲🇽 and no way 😭

#SeleccionMexicana #MexicoVsArgentina https://t.co/KVV7GlMFUJ"
1829,How ugly that a lot of race has spent for the #MundialQatar2022 that the #SeleccionMexicana does not score any goals and that in #mexicoargentina #tatamartino has not even put its hands in. Mexico believed in them. @miseleccionmx don't even believe in themselves. #decepcion #aztecaesports
1830,"If Gutiérrez had been taken for a walk
Was it necessary to put him to play? #Mexican team"
1831,"ARGENTINA WON IT!!! 🇦🇷

The #MexicanSelection gets complicated in the group stage and needs to win the next match against #SaudiArabia with a combination of results.

#KlicDeportes #FIFAWorldCupQatar2022 #MéxicoVsArgentina https://t.co/nM1HRwimGv"
1832,"Is #Argentina the soccer nemesis of #Mx?
There are already 31 games that they play, and today there are 16 times that the #SeleccionMexicana loses"
1833,#SeleccionMexicana #SexMex https://t.co/7lOGQfqhLA
1834,#SeleccionMexicana https://t.co/Nwmft6NcmI
1835,Come on Miguel Herrera directs the last game and fuck his mother to the pinchi tata the stupid asshole was worth a dick #seleccionmexicana
1836,The only good thing about Tata was that he gave opportunity to young #SeleccionMexicana among them #AlexisVega and #KevinAlvarez #UrielAntuna
1837,@CH14_ we need you at the World Cup! 😭😭😭😭 #CopaDoMundoFIFA #MexicoEnQatar #SeleccionMexicana #chicharito
1838,#SeleccionMexicana https://t.co/ijWuPTbkHQ
1839,"Mexico in the world 🤡

@miseleccionmx
#Mexican team
#FIFAWorldCupQatar2022 https://t.co/LIHJywIxkv"
1840,".
The beauty of Enzo Fernández

#SeleccionArgentina 2
#MexicanSelection 0
.
https://t.co/GVpE8S6A2V"
1841,"Mexico couldn't convert when they were the better team on the pitch and after heavy pressing Messi put Argentina ahead. A second goal by Enzo Fernandez now has Mexico thinking about goal difference.

#SeleccionMexicana #Qatar2022 #qatar #WorldCup #Argentina #afa #MexicodemiVida https://t.co/FSpav79IVq"
1842,"Now we depend on other teams to move to the second phase. As always... 😬🤨
@miseleccionmx
#MexicoVsArgentina
#Qatar2022
#Mexican team
Grrrrrrrrrrrrr"
1843,"@HHerreramex started in 2026 but since 🎈 you float very well, just one distraction and we were #FIFAWorldCupQatar2022 #Qatar2022 #SeleccionMexicana"
1844,"I used to go down to the dressing room and run to ""Tata"" Martino.

He did not bring forwards and also takes out the one who has a level.
#Mexican team"
1845,"""From time to time you have to look beyond the goals"" Tata Martino Mexico National Team. #SeleccionMexicana @miseleccionmx"
1846,@fifaworldcup_es The Mexican team is only for @adidasMX to sell shirts. #Mexican team
1847,"@Ingrid_Garibay @miseleccionmx Because it doesn't have an arrival, much less a goal, you hurt me #SeleccionMexicana"
1848,"At least I expected a goal
One !
Just one goal!
One
#Mexican team"
1849,"#Celebrities The house of ""#Chucky"" Lozano has incredible views of the Mediterranean Sea #Qatar2022 #seleccionmexicana https://t.co/MHWdNSxTew"
1850,"@FMF @miseleccionmx Let's see if after this disaster they put a stop to so many foreigners in the @LigaBBVAMX INCREDIBLE LACK OF GOAL At least before we went to the next round, today we can make a fool of ourselves and come in last place #mexicoargentina #MEX # Mexican team"
1851,"It's a shame that the #MexicanSelection didn't beat #Argentina, but hopefully they can help me with more readings. My books are #free, you just have to download the app and that's it.😊

ANDROID ➡️ https://t.co/236HK0I1Vn
IOS ➡️ https://t.co/yRH9ubb29m https://t.co/PCBwqnm3x6"
1852,"#meesi #mexicoargentina #argentinamexico #SeleccionArgentina #SeleccionMexicana
We leave in 30 minutes with everything you want to know about the great victory of the #albiceleste over the #tricolor
At https://t.co/bWwS0l5MB1
Live. Come and see!!!"
1853,"Is it just me, or the coach from Mexico, he did everything to let himself win!? #Mexican team"
1854,"The match ends ⚽️ and the #MexicanSelection loses to the #ArgentinaSelection.

#ARG 2 - 0 #MEX https://t.co/coDaImWVqW"
1855,"Today Mexico lost, today my family lost 😠😡 #MexicoVsArgentina #SeleccionMexicana https://t.co/1pMuQx2FZj"
1856,"Tata Martino DELIVERED the match

That Argentine pvt0 GAVE the nachas to his team 🇦🇷

He did EVERYTHING for his team to win

CHINGA YOUR MOTHER TATA MARTINO

#FIFAWorldCup
#FIFAWorldCup2022
#Qatar2022
#Mexican team"
1857,"Very good game of the #SeleccionMexicana, I would have liked that they had not put so many cookies at the beginning, how good they are still in the World Cup! Let's feel like it against Saudi Arabia 🇲🇽🙏"
1858,"Messi may be the best in the world and the rest, but nothing like believing in our team tqm #SeleccionMexicana"
1859,"@medranoazteca A 👏👏👏 to the most MEDIOCRE @FMF

#TataVendeHumo continues to deceive the world by saying I am DT today he showed that it is NOT useful that he does not even know how to win in marbles

For dignity, the #SeleccionMexicana must return TODAY and lose the last game by default"
1860,Once again I verify that in Mexico we do not know how to work as a team! #Mexican team
1861,Why the fuck mother didn't Edson Alvarez play? #Mexican team
1862,Ayyyyy no mameeeen!!! 🙄🙄🙄IT'S A NEVER ENDING STORY HDTSPM😤😤😤 #MexicanTeam https://t.co/X3fe3DaAvi
1863,"They play like never before and lose like always, and they better come #WorldcupQatar2022 #ArgentinavsMexico #SeleccionMexicana because they took out #chucky"
1864,"Come on, our team is not the best, but we saw that they made an effort and they are also trying to improve. Nobody is perfect. Besides, we still have a game, we are not out.

#MEX #SeleccionMexicana https://t.co/6cg6rDcWEA"
1865,"Image of Huitzilopochtli, waiting for @miseleccionmx at the airport. #SeleccionMexicana https://t.co/Izrzb4yUCL"
1866,"@Faitelson_ESPN @Faitelson_ESPN How much influence do you have as robust sportscasters was that mediocrity? From the moment they start to draw the + 1, combination of results; the #SeleccionMexicana had to be required from the preliminary to #FIFAWorldCup"
1867,"The Mexico - Argentina match ended, what a good first half, in short there is a lot to learn, especially at the strategic level of those who manage our #SeleccionMexicana"
1868,Fuck your mother Tata #ArgentinavsMexico #SeleccionMexicana https://t.co/wPQU3Xc3p4
1869,"I see a lot of people hitting the #SeleccionMexicana.

The good words to Ochoa are over, after the defeat.

The Mexican team risks their lives against #KSA, having to score a good number of goals and hope that #Arg returns the favor by defeating #Pol."
1870,"The thing about @HHerreramex is unsustainable, unbearable, it slows down the already not very electric midfield of the #SeleccionMexicana"
1871,"Lost Mexico, I need comfort 😔

#SeleccionMexicana #SeleccionArgentina #sad #hello"
1872,I never expect anything from you and you always end up letting me down! #Mexican team
1873,"As always, #SeleccionMexicana to depend on others..."
1874,"@miseleccionmx

#mexicoargentina #MexicoVsArgentina #SeleccionMexicana #Qatar2022 https://t.co/72tOR9qOO6"
1875,Who in their right mind takes Chuky lozano to put this firecracker in #TataMartino #SeleccionMexicana #MéxicoArgentina https://t.co/FG3pdvLzpj
1876,"The real #SeleccionMexicana is on Twitter, we beat the country they bring us in memes. #MundialQatar2022 what?"
1877,"The green mice, oooooooooooooooo time.

@miseleccionmx #SeleccionMexicana
#WorldcupQatar2022 https://t.co/Erz4YdU02W"
