,location,name,username,user_id,verified,source,lang,text,possibly_sensitive,edit_history_tweet_ids,tweet_id,created_at,type,geo.coordinates.type,geo.coordinates.coordinates
1474,Veracruz ,NV Noticias,NacionVeracruz,7.86e+17,False,Postcron App,es,#Celebrities A luxurious mansion full of comforts in Seville is where the player of the #Mexican team lives #AndresGuardado #Qatar2022 https://t.co/4UvWVw1J1h,False,['1596621333286338560'],1.6e+18,2022-11-26 21:46:04+00:00,,,
1475,Ciudad de México,SeRcHo,SergioHJ81,141758739.0,False,Twitter for Android,qme,#SeleccionMexicana https://t.co/5BwZGWenSq,False,['1596621069963886592'],1.6e+18,2022-11-26 21:45:01+00:00,,,
1476,"Sabinas Hidalgo, Nuevo León",César Muñoz,CesarMunoz89,310669617.0,False,Twitter for Android,es,"- How was the match #MexicoVsArgentina?
-Well... Fuck her mother 🙄😒😮‍💨 I'm depressed

#mexicoargentina #Messico #FIFAWorldCup #ArgentinavsMexico #WorldcupQatar2022 #ElTri #SeleccionMexicana #Sabado #FelizSabadoATodos https://t.co/smTu3KNzyc",False,['1596620832960397315'],1.6e+18,2022-11-26 21:44:05+00:00,,,
1477,veracruz,Nicky Salamanca,jnick9619,2352242971.0,False,Twitter for iPhone,es,The #SeleccionMexicana of 94 would have beaten this Argentina with everything and Messi. I have no proof but no doubts either. #mexicoargentina #FIFAWorldCup #MundialQatar2022 https://t.co/zlaOPn43kC,False,['1596620797207977985'],1.6e+18,2022-11-26 21:43:56+00:00,,,
1478,Aquí ,YoSoyAquel,ErickPahr,2953055066.0,False,Twitter Web App,es,"Mexican shot his TV for the World Cup

subscribe

https://t.co/5vbFyUfh2C

#Messi #Messico #ARG #MexicoVsArgentina #mexicoargentina #LionelMessi #QatarWorldCup2022 #CadaDiaTeQuieroMas #futbol #SeleccionMexicana #SeleccionArgentina #VamosArgentina https://t.co/dmMzkyEjoi",False,['1596620735384100864'],1.6e+18,2022-11-26 21:43:41+00:00,,,
1479,México,Juan Pablo Lino,JuanPabloLinoV1,1.25e+18,False,Twitter for Android,es,@luxitouwu Leave it for your dinner. Today I celebrate with another Mexican whore and I fill her tits with merca and milk!!! The first put@ is your #SeleccionMexicana #ElTri,False,['1596620627145695232'],1.6e+18,2022-11-26 21:43:15+00:00,replied_to,,
1480,,Máximo GM 🎟️,VHonorisAmare,1.18e+18,False,TweetDeck,es,"#Qatar2022 #MEX

The #SeleccionMexicana already has a new record in World Cups, and this is not good, because there are 384 minutes without a goal.

#FIFAWorldCup ⚽️🙁

https://t.co/qebUmjI3LT",False,['1596620608498008071'],1.6e+18,2022-11-26 21:43:11+00:00,,,
1481,"Guadalajara, Jalisco",El pinche Juan,El_Buen_Yeipi,9.41e+17,False,Twitter for Android,es,"Nimodo Ochoa, for the next one it will be

C curi done in 10 minutes xd
#SeleccionMexicana #MexicoVsArgentina https://t.co/067uuS29jD",False,['1596620503665741824'],1.6e+18,2022-11-26 21:42:46+00:00,,,
1482,,🐸 Seth ☁️,Lia04919428,1.38e+18,False,Twitter for iPhone,es,Whose fault was it that he lost #SeleccionMexicana @lopezobrador_ from the conservatives,False,['1596620302993293312'],1.6e+18,2022-11-26 21:41:58+00:00,,,
1483,,💕 𝓕𝓐𝓛𝓐𝓢𝓢𝓘𝓐 💕,FalassiaSerious,9.81e+17,False,Twitter Web App,es,"Messi, Tata Martino and Memo Ochoa: The best memes left by Argentina's victory over Mexico for the World Cup
#MexicoVsArgentina / #Qatar2022 #SeleccionArgentina #SeleccionMexicana

https://t.co/vXdoyNrs1Y",False,['1596620228397797376'],1.6e+18,2022-11-26 21:41:40+00:00,,,
1484,,EmiWans_,WankenobiEmi,1.31e+18,False,Twitter for Android,es,"😓 IT COULDN'T BE 😓

ARGENTINA defeats MEXICO and is LAST of GROUP C.

⚽ #ARG 2️⃣ - 0️⃣ #MEX

#SeleccionArgentina #SeleccionMexicana #FIFAWorldCup #Qatar2022 https://t.co/IjFXlrRvZv",False,['1596620132427636737'],1.6e+18,2022-11-26 21:41:17+00:00,,,
1485,Türkiye ,.* ☽︎ ᵛᵉ ☕ 🦋🦚,Ay_Ve_Kahve,1.48e+18,False,Twitter Web App,es,"What's next for the #selectionmexicana? 🤔🇲🇽

👀 This is what El Tri needs to qualify for the next round of the World Cup 🌏🏆

#Mundial #Qatar #FIFAWorldCup2022 #miseleccionmx #FIFAWorldCup #Qatar2022

https://t.co/tYNgwU51TZ",False,['1596620123422412800'],1.6e+18,2022-11-26 21:41:15+00:00,,,
1486,México,LOBO SOLITARIO,MASAENCEFALICA,120295905.0,False,Twitter for Android,es,@Miguel_layun Jo di do the coaching staff of the #SeleccionMexicana,False,['1596619949790797824'],1.6e+18,2022-11-26 21:40:34+00:00,replied_to,,
1487,"Monterrey, Nuevo León, México",@TODUPNews,TODUPNews,2453177977.0,False,Twitter for iPhone,es,"Very mean and everything but:

I want 🇸🇦 to win and 🇦🇷 not to win

#FIFAWorldCup
#FIFAWorldCup2022
#Qatar2022
#Qatar
#World CupQatar2022
#Mexican team",False,['1596619900814233600'],1.6e+18,2022-11-26 21:40:22+00:00,,,
1488,,MIGUEL MAGALLANES Z,mikemagallanes,84239893.0,False,Twitter for Android,es,"ALL MEXICO RIGHT NOW WITH ANDRES SAVED 😢
@AGuardado18

#MexicoVsArgentina #QatarWorldCup2022 #FIFAWorldCup #SeleccionMexicana #mexicoargentina https://t.co/6oUhruA8Tc",False,['1596619837287055360'],1.6e+18,2022-11-26 21:40:07+00:00,,,
1489,"Xalapa, Veracruz",Tomás González Corro,TomasGlezCorro,59890048.0,False,Blog2Social APP,es,"The panorama of Group C after winning Argentina and Poland

#Argentina #GrupoC #México #Qatar2022 #SelecciónMexicana #Tricolor

https://t.co/Q5tAmVoAgI",False,['1596619733654118400'],1.6e+18,2022-11-26 21:39:42+00:00,,,
1490,CABA - Argentina,Gabriel Pipkin,gabrielpipkin_,4911590212.0,False,Twitter for Android,es,"If my dad gave me good advice. 💀💀

#SeleccionMexicana #mexicoargentina #MexicoVsArgentina https://t.co/lkf8weUw6B",False,['1596619580440727552'],1.6e+18,2022-11-26 21:39:06+00:00,,,
1491,Queretaro,Fibratv Queretaro,FibratvQro,1.56e+18,False,Twitter for Android,es,"The goalkeeper is good until the defense allows it.
#MemoOchoa #SeleccionMexicana",False,['1596619562652471300'],1.6e+18,2022-11-26 21:39:02+00:00,,,
1492,,Jack Ramone,JackRamone10,1.54e+18,False,Twitter for iPhone,es,The summary of #ArgentinavsMexico #SeleccionMexicana #Ochoa #Messico #FIFAWorldCupQatar2022 https://t.co/Ol1s21tMcx,False,['1596619549662580736'],1.6e+18,2022-11-26 21:38:59+00:00,,,
1493,,spm,triatlhete,3298661641.0,False,Twitter for Android,es,"Almost 89,000 spectators at the #ArgMex meeting, the largest so far in this World Cup.

#SokerPY #futbol #futebol #soccer #fifa #fifaworldcup #qatar #qatar2022 #catar2022 #mundial #argentina #seleccionargentina #albiceleste #scaloneta #mexarg #mexico #méxico #seleccionmexicana",False,['1596619538082467841'],1.6e+18,2022-11-26 21:38:56+00:00,,,
1494,"Nayarit, México",DrSolache8901,solache8901,1.12e+18,False,Twitter for Android,es,"#BREAKING Tata Martino bye from #ElTri hahaha #SeleccionMexicana
#MEXARG #CdVictoria https://t.co/krX7NfBt4a",False,['1596619532495650817'],1.6e+18,2022-11-26 21:38:54+00:00,,,
1495,CiudadDeMéxicoCDMX-México🇲🇽,👨🏻‍💻🎮🇮🇱🇲🇽Rintorino🇲🇽🇮🇱😇,RINT0RIN0,1.18e+18,False,Twitter for Android,es,"@FMF @miseleccionmx Eeeyyy @fmf (yes, with lower case), I offer my services as DT of the #SeleccionMexicana. I can do the same (or worse, if they ask me) than this #VGT #Martino. I guarantee not to give positive results. Salary to negotiate. #fail 😡😡😡",False,['1596619425863458816'],1.6e+18,2022-11-26 21:38:29+00:00,replied_to,,
1496,México,Aldo Hernández,a_hernandez14,287701488.0,False,Twitter for iPhone,es,"The best DT in all history in the Mexican team, Gerardo Martino hahaha #SeleccionMexicana #mexicoargentina #MexicoVsArgentina",False,['1596619382159192064'],1.6e+18,2022-11-26 21:38:19+00:00,,,
1497,"Distrito Federal, México",lebanese boy,alsultanbici,1317409267.0,False,Twitter for Android,es,"The #SeleccionMexicana after playing on Wednesday vs #SaudiArabia:

#MEX #FIFAWorldCup https://t.co/tGP2ga26Fd",False,['1596619376702144518'],1.6e+18,2022-11-26 21:38:17+00:00,,,
1498,,Don Boomer,DonBoomer2,1.56e+18,False,Twitter for iPhone,es,"SO THINGS GUYS.😓💔

DO YOU THINK MEXICO WILL BE ABLE TO PASS THE GROUP PHASE?🔥

#qatar2022 #seleccionmexicana #mexico #argentina #fifaworldcup2022 #mundial2022 #futbol https://t.co/KXGdAW9C6J",False,['1596619282414465024'],1.6e+18,2022-11-26 21:37:55+00:00,,,
1499,,Juani Romero,juaniromok,1.38e+18,False,Twitter Web App,es,Could you change the Technical Director during the World Cup for the Mexican National Team? it would be nice.... #FueraTata #SeleccionMexicana #QatarWorldCup2022 #MexicanosenQatar #MexicoVsArgentina,False,['1596619200880967680'],1.6e+18,2022-11-26 21:37:35+00:00,,,
1500,"Cancún, Quintana Roo",📻 Radio Fórmula QR 📻,RFQR,43218906.0,False,Twitter for iPhone,es,Sigan hiring foreigners from technical D. #SeleccionMexicana,False,['1596619198620278784'],1.6e+18,2022-11-26 21:37:35+00:00,,,
1501,"Mexico, D.F.",Tere Tellez,teretellez,162626907.0,False,Twitter Web App,es,"Tata Martino, on behalf of 130 million Mexicans you go and fuck your mother. #SeleccionMexicana @miseleccionmx",False,['1596619188046823426'],1.6e+18,2022-11-26 21:37:32+00:00,,,
1502,"Sonora, México",Grada Norte,GradaNorteMX,2722502906.0,False,Twitter for Android,es,"@FMF @miseleccionmx Eeeyyy @fmf (yes, with lower case), I offer my services as DT of the #SeleccionMexicana. I can do the same (or worse, if they ask me) than this #VGT #Martino. I guarantee not to give positive results. Salary to negotiate. #fail 😡😡😡",False,['1596619120598220802'],1.6e+18,2022-11-26 21:37:16+00:00,replied_to,,
1503,CDMX MÉXICO,Paula Flores,SoyFoxyHot,1.43e+18,False,Twitter for Android,es,I feel like it's December 28: telling you innocent popcorn that you were fooled with your selection. #ArgentinavsMexico #SeleccionMexicana https://t.co/FSXDpxXV1U,False,['1596619092244725760'],1.6e+18,2022-11-26 21:37:09+00:00,,,
1504,Cdmx,Eder,Topazmercury842,152351212.0,False,Twitter for Android,es,"Mexicans right now:

#Mex #SeleccionMexicana https://t.co/eNmzBvgDgo",False,['1596619059017437185'],1.6e+18,2022-11-26 21:37:02+00:00,,,
1505,San juan Argentina,Gonzalo Ochoa,tercolmds,3347825644.0,False,Twitter Web App,es,The illusion is always with the #SeleccionMexicana but if there are no forwards then you can't. Mexican soccer takes a step back. The FMF will have to work on many things,False,['1596619028646141952'],1.6e+18,2022-11-26 21:36:54+00:00,,,
1506,,Soker PY,SokerPY,1.52e+18,False,Twitter for Android,es,"We already knew the fate of the #SeleccionMexicana, we just wanted to appear surprised 🤭 https://t.co/izyfisffcf",False,['1596618996123865088'],1.6e+18,2022-11-26 21:36:47+00:00,,,
1507,"Corregidora, Querétaro Arteaga",ChavaRock🤟,chavarock75,66840839.0,False,Twitter Web App,es,"#Mexican team
#Commenters
#Media
#Sports news
All the #SportsPress that supported the permanence of #TataMartino is COMPLICATE in this situation of competitive mediocrity.",False,['1596618941040054273'],1.6e+18,2022-11-26 21:36:33+00:00,,,
1508,"Mérida, Yucatán",Wilberto del Espíritu Santo Que Candia,wilbertomilenio,127381108.0,False,Twitter Web App,es,"@Claudiashein Ah shit, but isn't wanting to be better an aspirationist?? According to its leader, seeking improvement and not stagnating in mediocrity is for neoliberal aspirations?? You want us stuck in mediocrity #QatarWorldCup2022 #SeleccionMexicana",False,['1596618923277008896'],1.6e+18,2022-11-26 21:36:29+00:00,replied_to,,
1509,MX,⛩ ßüşhídö ⛩,elBushido_,1.38e+18,False,Twitter for iPhone,es,@CH14_ TQM Chicharito 🥺 you are needed! And you are right; We will continue supporting our #SeleccionMexicana until the last moment,False,['1596618910765264896'],1.6e+18,2022-11-26 21:36:26+00:00,replied_to,,
1510,,M▲,mmaarrccoommff,190405638.0,False,Twitter for iPhone,es,"February 1
Most who know me know that the #MexicanSelection and I don't get along, I hope it goes well, but the cronyism, the manipulations, the prebends and prerogatives towards some players only make me get off that Ship, regardless of the result.. .!",False,['1596618879723507712'],1.6e+18,2022-11-26 21:36:19+00:00,,,
1511,"Nezahualcóyotl, México",JonnyLB,JonnyLB09,1.12e+18,False,Twitter for Android,es,".
Enzo Jeremías Fernández

#EnzoFernandez

#SeleccionArgentina 2
#MexicanSelection 0

#Qatar2022
. https://t.co/rBrdeLg5q4",False,['1596618835574005760'],1.6e+18,2022-11-26 21:36:08+00:00,,,
1512,México,Juan Manuel Pérez García,prezgarmaju,1.35e+18,False,Twitter for Android,es,"Eeeyyy @fmf (yes, with lower case), I offer my services as DT of the #SeleccionMexicana. I can do the same (or worse, if they ask me) than this #VGT #Martino. I guarantee not to give positive results. Salary to negotiate. #fail 😡😡😡",False,['1596618834093297664'],1.6e+18,2022-11-26 21:36:08+00:00,,,
1513,Mexico,Alvaro Valjean,Alvaro_valjean,84095604.0,False,Twitter for Android,es,"#SeleccionMexicana take out Tata Martino, Ctm, you made the national team lose.",False,['1596618827017732098'],1.6e+18,2022-11-26 21:36:06+00:00,,,
1514,,magic_m,magicm67181893,1.59e+18,False,Twitter for Android,es,"#Mexican team
We hit them hard with the CHILLON CHIPOTE!!!
To cry to the barrel!!!
😂🤣😂👉👌
Let's go ARGENTINA CARAJOSSS!!!🇦🇷🇦🇷🇦🇷
#SeleccionArgentina",False,['1596618825541488641'],1.6e+18,2022-11-26 21:36:06+00:00,,,
1515,"Culiacán, Sinaloa, México🇲🇽❤",AsTol❣️💫SeyFer😻💫,Sofia_051908,1.4e+18,False,Postcron App,es,"#Celebrities The soccer player #RaulJimenez is a lover of luxuries and style, and his house is proof of this #Qatar2022 #seleccionmexicana https://t.co/G0bX4bWBxz",False,['1596618819996422145'],1.6e+18,2022-11-26 21:36:05+00:00,,,
1516,🇲🇽 mexico city,Foxyhot,FoxyhotOficial,9.46e+17,False,Twitter for iPhone,es,"I said

The Mexican team is in the worst possible scenario.

Tata Martino GAVE the match, fuck his mother.

#FIFAWorldCup
#FIFAWorldCup2022
#Qatar2022
#Qatar
#World CupQatar2022
#Mexican Selection https://t.co/uymB55VOod",False,['1596618774546976775'],1.6e+18,2022-11-26 21:35:54+00:00,quoted,,
1517,,Noemí García Alvarez,actnoemigarcia,2768515401.0,False,Twitter for iPhone,es,"Now let's hope that Messi against Poland scores at least 3 goals, and Mexico wins by at least 2 goals #esperanzaTri #MexicoVsArgentina #SeleccionMexicana",False,['1596618761733394432'],1.6e+18,2022-11-26 21:35:51+00:00,,,
1518,Veracruz de Ignacio de la Llav,Paco Benitez,PacoBenitez1,320129372.0,False,Twitter Web App,es,@Andres_Vaca_ The fault is also shared with those who HIRED him for the Mexican National Team. No more no less. #SeleccionMexicana https://t.co/aNo47MzYqk,False,['1596618526856708096'],1.6e+18,2022-11-26 21:34:55+00:00,replied_to,,
1519,,karbelt moro,KarbeltMoro,1.28e+18,False,Blog2Social APP,es,"The keys that led the Mexican National Team to fall to Argentina

#Mexico #Qatar2022 #Mexican Selection #Tricolor

https://t.co/9cM60VaK11",False,['1596618480173867008'],1.6e+18,2022-11-26 21:34:44+00:00,,,
1520,"Mty, México",ChilanRegio,rocarrq,187624544.0,False,Twitter for iPhone,es,"Which fucking Tata, the fart is the @FMF and the fucking players are worth a dick! #QatarWorldCup2022 #SeleccionMexicana",False,['1596618478488023040'],1.6e+18,2022-11-26 21:34:43+00:00,,,
1521,Bahía de Santa Lucia.,Cynthia Garnié,cynthiagarnie,341645071.0,False,Twitter for Android,es,"Well, who is hungry!! #ArgentinavsMexico #SeleccionMexicana",False,['1596618428684574722'],1.6e+18,2022-11-26 21:34:31+00:00,,,
1522,La ciudad de las montañas🏔️🗻,Kamikaze013!,kamikaze_013,7.19e+17,False,Twitter for Android,es,"And that's why you don't have to walk on your nose insulting and belittling the güey
#mexicoargentina
#ArgentinavsMexico
#Mexican team",False,['1596618408354717697'],1.6e+18,2022-11-26 21:34:26+00:00,,,
1523,Tijuana,Lorena Garcia R,LorenaGarciaRmz,415996456.0,False,Twitter for Android,es,"Everyone is talking about #Enzo's goal
But if they realize that 80% is the fault of #MemoOchoa?

#mexicoargentina
#FIFAWorldCup
#QatarWorldCup2022
#Mexican team
@miseleccionmx",False,['1596618393238769666'],1.6e+18,2022-11-26 21:34:23+00:00,,,
1524,,TheEpicApple,TheEpicApple07,1.39e+18,False,Twitter for iPhone,es,"@El_TataMartino, and the Chicharito, wouldn't it have made a difference?
This is the price of having hired an Argentine technician...
#mexicoargentina #MexicoVsArgentina #TataMartino #SeleccionMexicana",False,['1596618230579494912'],1.6e+18,2022-11-26 21:33:44+00:00,,,
1525,Mexico,YayiS.,AmorDHermanas,1.21e+18,False,Twitter for iPhone,es,Mexico is not yet mathematically eliminated from the World Cup. Let's pray 🙏 #mexico #SeleccionMexicana #SiSePuede #CopaDoMundoFIFA https://t.co/uSwCT5GfOe,False,['1596618228901416961'],1.6e+18,2022-11-26 21:33:44+00:00,,,
1526,Mexico,No Mamárcos ®,weirdmarcos,459911368.0,False,TweetDeck,es,"Argentina and Messi hit Mexico that is on the brink of elimination from the World Cup in Qatar
https://t.co/FrRDR4BqIM
#Sports #Mexican National Team #Argentine National Team https://t.co/xREVcok7L4",False,['1596618154876305409'],1.6e+18,2022-11-26 21:33:26+00:00,,,
1527,"Ciudad Madero, Tamaulipas",Princess,lenni_mary,179280879.0,False,Twitter for iPhone,es,"It's a fucking football game

But what fucking courage that Tata Martino's PENDEJO WILL GIVE AWAY the game like this 😡🤬😡🤬

WHAT A FUCK TO HIS MOTHER THE TATA

#FIFAWorldCup
#FIFAWorldCup2022
#Qatar2022
#Qatar
#World CupQatar2022
#Mexican team
#MexicoVsArgentina",False,['1596618122655838208'],1.6e+18,2022-11-26 21:33:18+00:00,,,
1528,,isaac,oscharsi,604061707.0,False,Twitter Web App,es,"@joserra_espn It is very true, where the Mexican sports press also has its reserved place in hell #ArgentinavsMexico #SeleccionMexicana https://t.co/YgrpufjGHB",False,['1596618071271170048'],1.6e+18,2022-11-26 21:33:06+00:00,replied_to,,
1529,"Quintana Roo, México",Fer_1981 Jugador casual de 🎮#KillerInstinc 🇲🇽,Fer19811,1.16e+18,False,Twitter for Android,es,"#Qatar2022
Then the journalists / commentators / communication specialists screwing with Hernandez and that he would have done something else
#Mexican team",False,['1596618055094005760'],1.6e+18,2022-11-26 21:33:02+00:00,,,
1530,MX,Emmanuel Moctzuma,Moctzuma_III,123102953.0,False,Twitter for Android,es,Did Edson Álvarez also take prostitutes to the concentration or why is he not playing today? #Mexican team,False,['1596618041273769986'],1.6e+18,2022-11-26 21:32:59+00:00,,,
1531,De la CDMX para tu Timeline,Martha Rivero La Fifí,MarthaLaFifi,69938622.0,False,Twitter for Android,es,"Hopefully @miseleccionmx will do a fucking online survey before hiring a technical director for the #SeleccionMexicana the fans deserve dignity
Click #Tata OJT",False,['1596617997229359104'],1.6e+18,2022-11-26 21:32:48+00:00,,,
1532,,Hugo Bueno,BuenoHugo371,1.46e+18,False,Twitter for iPhone,es,"they are fighting but in the end we are all third world with the devalued currency 😩😩😩
#FIFAWorldCup #Messi𓃵 #SeleccionMexicana # #MéxicoArgentina",False,['1596617985837654016'],1.6e+18,2022-11-26 21:32:46+00:00,,,
1533,,Rafael,rafael20611,1.5e+18,False,TweetDeck,es,"Argentina and Messi hit Mexico that is on the brink of elimination from the World Cup in Qatar
https://t.co/fchJUmtcWC
#Sports #Mexican National Team #Argentine National Team https://t.co/HqL3NaqXOW",True,['1596617980586053632'],1.6e+18,2022-11-26 21:32:44+00:00,,,
1534,"Buenos Aires, Argentina",Ezequiel Bustos,ezequielebustos,9.19e+17,False,Twitter for Android,es,"Someone explain to me why the hell they took Guti to the World Cup, and incidentally we put him against Argentina and you don't put @EdsonAlvarez19 ??
#MexicoVsArgentina #FIFAWorldCup #SeleccionMexicana",False,['1596617907705896961'],1.6e+18,2022-11-26 21:32:27+00:00,,,
1535,Por ahí ,M_\Luisa,asiulairam1,451075132.0,False,Twitter Web App,es,@ElAmaDeCasa1 Yet another farce the #MexicanSelection is the same as @GobiernoMX d #ElImbecilDePalacio @lopezobrador_ #estadofallido,False,['1596617897345810432'],1.6e+18,2022-11-26 21:32:25+00:00,replied_to,,
1536,México,Deportrece,Deportrece,7.66e+17,False,Twitter Web App,es,"Mexicans leaving the stadium:

#SeleccionMexicana #SeleccionArgentina https://t.co/MzFIQ7cCHm",False,['1596617888533823489'],1.6e+18,2022-11-26 21:32:23+00:00,,,
1537,,alberto echeverria,almuec,388668448.0,False,Twitter for Android,es,"the #SeleccionMexicana played against Argentina as if it were a final #LigaMx
when the MX league is like a multiple choice professional exam
the blessed mexican league",False,['1596617827733340162'],1.6e+18,2022-11-26 21:32:08+00:00,,,
1538,MEXICO ,VekaMeré_Photo,VekaMere,229907317.0,False,Twitter for Android,es,"There is always a ray of light within the cruel darkness that can be reached, however impossible it may seem.
A single opportunity is what it takes to reach it and get what seemed lost
I know it can be done, let's go Mexico 🎉!
#Mexican team",False,['1596617811627065345'],1.6e+18,2022-11-26 21:32:04+00:00,,,
1539,,MY TREASURE💎🇲🇽,bp_ts_st,1.31e+18,False,Twitter for Android,qht,"#mexicoargentina #MexicoVsArgentina
#Messico #Mundial #MundialQatar2022 #SeleccionMexicana",False,['1596617778668216322'],1.6e+18,2022-11-26 21:31:56+00:00,replied_to,,
1540,,Tania Vazquez,GabyvmtVazquez,1.51e+18,False,Echobox,es,"Okay...

Mexico 🇲🇽 has a chance to stay alive in #Qatar2022 https://t.co/6GvEZg3JTA",False,['1596617768119549953'],1.6e+18,2022-11-26 21:31:54+00:00,,,
1541,México,Jess Rivera,soyjessrivera,1.3e+18,False,Twitter for iPhone,es,"Today they should fire Tata Martino, a terrible approach to the game for the second half, including the first, incredible how he sold vega and lozano. #Mexican team",False,['1596617724041760768'],1.6e+18,2022-11-26 21:31:43+00:00,,,
1542,Cancun/CDMX/España,Ivan Campos,VillanosVII,763880750.0,False,Twitter for Android,es,"@FMF
going to charge anyway
Soccer sucks in Mexico
And it is the sport that gets the most money and publicity.
#selectionmexicana https://t.co/zXA2vgKR2H",False,['1596617710997495808'],1.6e+18,2022-11-26 21:31:40+00:00,,,
1543,"Totutla, Veracruz ",Freddy Z,Zamoddy96,3050499348.0,False,Twitter Web App,es,"The #Mexican team could #record their second worst #goalless #run in #WorldCups if they go scoreless against #Argentina.

#SeleccionMexicana #Argentina #CopaDoMundo2022
#mexicodefeated

https://t.co/gNDbahCUvb",False,['1596617652805734401'],1.6e+18,2022-11-26 21:31:26+00:00,,,
1544,planeta Tierra ,frank,elfrank__,1.25e+18,False,Twitter for Android,es,"The DT that the #SeleccionMexicana needs to reach the 5th game is called Diego Medrano 👨‍💼

#Football #MexicoVsArgentina #FIFAWorldCup #ArgentinavsMexico #TecmilenioAD https://t.co/2ddOwkmPVG",False,['1596617587789791233'],1.6e+18,2022-11-26 21:31:11+00:00,,,
1545,"Boca del Río, Veracruz",🍂 Soy Fer 🍂,fermendezlo,1.34e+18,False,Twitter for Android,es,If my @Santigim9 had been summoned to the #SeleccionMexicana #ElTri I swear that today the result of #MexicoVsArgentina would have been different,False,['1596617508009959424'],1.6e+18,2022-11-26 21:30:52+00:00,,,
1546,México,Mag Meza Apun,Magdameza1,389232869.0,False,Twitter for Android,es,The mosquito that killed last night had more blood than the #SeleccionMexicana,False,['1596617500199747584'],1.6e+18,2022-11-26 21:30:50+00:00,,,
1547,Ningun Lugar,Justo Bolsa,JustoBolsita,1.59e+18,False,Twitter Web App,es,"🇲🇽Mexico towards 2026

- Without U-20 World Cup
- No Olympics
- On the brink of humiliation at #Qatar2022

The @FMF urgently needs to find a coach who knows how to work with young people and who can play the Gold Cup and playoffs with that because THERE IS NO MORE

#MEX #SeleccionMexicana",False,['1596617491047862272'],1.6e+18,2022-11-26 21:30:48+00:00,,,
1548,,alfredoortiz2705,alfredoortiz271,1.25e+18,False,Twitter for iPhone,es,#TataMartino How the hell do you go out with a 5-3-2 playing fear against Argentina?!? Of course because it's your own country son of a fucking mother #SeleccionMexicana #fueratata #asshole,False,['1596617465139978240'],1.6e+18,2022-11-26 21:30:42+00:00,,,
1549,México,Soyla Coroy ✨,soylacoroy,1.27e+18,False,Twitter for Android,es,"A lied call for Tata, his stupidity continues, leaving players who could help on the bench, despite that, the stupid changes he makes, Chucky for Piojo Alvarado?, to the fucking Tata and those who did not run him on time
#Qatar2022 #SeleccionMexicana https://t.co/vQKMEx6Agv",False,['1596617463650582528'],1.6e+18,2022-11-26 21:30:41+00:00,,,
1550,,CactusTjack,BamMireles,7.75e+17,False,Twitter for iPhone,es,This Mexican team is going to stay in the group stage haha ​​#SeleccionMexicana #ArgentinavsMexico #mexicoargentina,False,['1596617410085539840'],1.6e+18,2022-11-26 21:30:28+00:00,,,
1551,"Monterrey, MEX",Elí Valdez,DbnValdez,180015971.0,False,Twitter for iPhone,es,"GERARDO MARTINO CONFERENCE 🎙

🗣 As long as there is a chance, you always have to try. Arabia needs to win and so do we.""

#LaVozDelFutbol #SeleccionMexicana https://t.co/yGITYQz59N",False,['1596617393354280962'],1.6e+18,2022-11-26 21:30:24+00:00,,,
1552,Meméxico,"Rodrigo, First of his Name.",Cazzette_,86132449.0,False,Echobox,es,"Okay...

Mexico 🇲🇽 has a chance to stay alive in #Qatar2022 https://t.co/IFQx4JqBQG",False,['1596617366921777153'],1.6e+18,2022-11-26 21:30:18+00:00,,,
1553,"Juárez, Chihuahua",Jesús #o puma dourado 🇧🇷🇦🇷🇲🇽,Elbartho10,8.87e+17,False,Blog2Social APP,es,"The keys to Argentina's triumph over the Mexican National Team

#Mexico #Argentina National Team #Mexican National Team #Tricolor

https://t.co/s4Cln0TQwy",False,['1596617335238004738'],1.6e+18,2022-11-26 21:30:11+00:00,,,
1554,,UnAficionadoAzul,AficionadoAzul_,1.34e+18,False,Twitter for Android,es,Che Mexican broken ass... In Texas they also speak English... Can't you see that you are a break... the Falklands are Argentine... You don't see Texas anymore playful tail... #mexico #Messico #SeleccionMexicana #ArgentinavsMexico,False,['1596617243307409408'],1.6e+18,2022-11-26 21:29:49+00:00,,,
1555,Monterrey NL ,Poncho,Ponchoflores110,9.13e+17,False,Twitter for iPhone,es,#SeleccionMexicana went to #Qatar2022 to NOT score goals. They better fall for him,False,['1596617229709475840'],1.6e+18,2022-11-26 21:29:45+00:00,,,
1556,,Timmy,MaverickwolfZX,1551150416.0,False,Twitter for Android,es,"Seriously, if you thought that #SeleccionMexicana México could beat #SeleccionArgentina Argentina?

#MexicoVsArgentina",False,['1596617152479756288'],1.6e+18,2022-11-26 21:29:27+00:00,,,
1557,México,Loki Del Rivero,LicDelRivero,73384402.0,False,Twitter for iPhone,es,"Gerardo Martino is not to blame for the failure of the national team, he only adapted to the only “level” Mexican players that exist in Mexican soccer, at the national team level Mexico will become extinct. #SeleccionMexicana @miseleccionmx",False,['1596617145890361344'],1.6e+18,2022-11-26 21:29:25+00:00,,,
1558,mexico,ivan,ivan_hidalgo1,99592804.0,False,Twitter for iPhone,es,Marriage according to the bible #SeleccionArgentina #SeleccionMexicana https://t.co/GlZaV1aqCB,False,['1596617119633924096'],1.6e+18,2022-11-26 21:29:19+00:00,,,
